Program Name,University Name,Location
Classics: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Engineering Science Bachelor of Laws (Honours),University of Technology Sydney,"Sydney, Australia"
Bachelor of Sport and Exercise Science Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor of Commerce and Bachelor of Advanced Studies (Dalyell Scholars),University of Sydney,"Sydney, Australia"
Bachelor of Wine Science,Charles Sturt University,"Bathurst, Australia"
Bachelor of Arts and Business,University of New South Wales,"Sydney, Australia"
Bachelor of Medical Science Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Classics: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor's in Commerce and Arts,Monash University,"Melbourne (Australia), Australia"
Bachelor of Psychology with Honours,University of New England,"Armidale, Australia"
Bachelor of Biomedical Science,University of Notre Dame Australia,"New South Wales, Australia"
Bachelor of Nursing,University of Newcastle,"Newcastle, Australia"
Bachelor of Arts in History,Kwantlen Polytechnic University,Multiple (3)
Bachelor of Multimedia (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Multimedia (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Laws,Murdoch University,"Perth, Australia"
Bachelor of Criminal Justice,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Optometry,The University of the Free State,"Bloemfontein, South Africa"
Bachelor of Archaeology,Macquarie University,"Sydney, Australia"
Bachelor of Pharmacy with Honours,University of New England,"Armidale, Australia"
Bachelor of Administration,First Nations University of Canada,"Regina, Canada"
Bachelor of Engineering (Honours) and Bachelor of Arts with a stream in Software Engineering,Macquarie University,"Sydney, Australia"
Bachelor of Engineering (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Science,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Applied Public Health/Bachelor of Business Administration,Australian Catholic University,"Melbourne (Australia), Australia"
Bachelor of Psychology (Honours),Western Sydney University,"Sydney, Australia"
Bachelor's in Economics,Nova School of Business and Economics,"Lisbon, Portugal"
Philosophy: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Laws,Deakin University,Multiple (2)
Bachelor of Nursing,Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor of Design in Architecture Bachelor of Creative Intelligence and Innovation,University of Technology Sydney,"Sydney, Australia"
Bachelor in Marketing,Sacred Heart University,"Fairfield, United States of America"
Bachelor of Nursing (Honours),University of Newcastle,"Newcastle, Australia"
Bachelor of Podiatry,Southern Cross University,"Gold Coast, Australia"
Bachelor of Commerce/Bachelor of Business Analytics,Deakin University,"Melbourne (Australia), Australia"
Bachelor of Science in Nursing (B.Sc.N.),George Brown College,"Toronto, Canada"
Bachelor of Business Administration,Southern Cross University,"Guangxi, China"
Bachelor's in Business,Monash University,"Melbourne (Australia), Australia"
Bachelor of Midwifery,University of Canberra,"Canberra, Australia"
Bachelor Environmental Sciences,ETH Zurich,"Zurich, Switzerland"
Bachelor of Science (Psychology),CQUniversity Australia,Multiple (2)
Bachelor of Software Engineering/Bachelor of Business Informatics,University of Canberra,"Canberra, Australia"
Bachelor of Science in Biology,Indiana University - Purdue University Indianapolis,"Indianapolis, United States of America"
Bachelor of Music (Honours),University of Newcastle,"Newcastle, Australia"
Bachelor of Criminology,Australian National University,"Canberra, Australia"
Bachelor of Laws,Macquarie University,"Sydney, Australia"
Bachelor of Business,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Business,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Business,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Business,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Aviation,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor's Degree in Computer Science and Business Management (in Portuguese Only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
Computer Science: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelors of Arts/Social Science,The University of Queensland,"Brisbane, Australia"
Bachelor of Property Economics Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor's in Laws and Criminology,Monash University,"Melbourne (Australia), Australia"
Bachelor of Communication (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Mathematics (Honours),University of Newcastle,"Newcastle, Australia"
Bachelor of Pharmacy (Honours),Griffith University,"Gold Coast, Australia"
Bachelor in Computer Engineering,Sacred Heart University,"Fairfield, United States of America"
Bachelors of Science/Arts,The University of Queensland,"Brisbane, Australia"
Bachelor's in Health Science,Monash University,"Melbourne (Australia), Australia"
Bachelor of Theology (Honours),Australian Catholic University,Multiple (5)
Bachelor of Creative Arts,Bond University,"Gold Coast, Australia"
Bachelor of Applied Music,Vancouver Community College,"Vancouver, Canada"
Bachelor of Art in Public Administration,University of the Commonwealth Caribbean Global Campus,"Kingston, Jamaica"
Therapeutic Recreation: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Interior Design,Yorkville University,"Toronto, Canada"
Bachelor of Accounting,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Accounting,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Aviation and Piloting,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Nursing,University of New England,"Armidale, Australia"
Bachelor in Construction Management,NewSchool of Architecture and Design,"San Diego, United States of America"
Bachelor of Public Administration,National University,"San Diego, United States of America"
Bachelor of Social Science,University of Tasmania,Multiple (2)
Bachelor of Economics,Macquarie University,"Sydney, Australia"
Bachelor of Criminology + Bachelor of Science in Forensic Biology and Toxicology,Murdoch University,"Perth, Australia"
Bachelor of Business,University of Technology Sydney,"Sydney, Australia"
Bachelor of Engineering (Honours)/Science,University of New South Wales,"Sydney, Australia"
Bachelor of International Studies/Bachelor of Commerce,Deakin University,Multiple (2)
"Bachelor of Education (Secondary), Bachelor of Special Education",Flinders University,"Adelaide, Australia"
Bachelor's in Business and Arts,Monash University,"Melbourne (Australia), Australia"
Bachelor's in Laws and Commerce,Monash University,"Melbourne (Australia), Australia"
Bachelors of Business Management/Arts,The University of Queensland,"Brisbane, Australia"
Bachelor of Arts with Bachelor of Music Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Biological Sciences: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Communication and Media/ Bachelor of Event and Tourism Management,University of Canberra,"Canberra, Australia"
Bachelor of Architectural Design,Western Sydney University,"Sydney, Australia"
Bachelor of Psychological Science (Honours),Australian Catholic University,Multiple (2)
Bachelor in International Food Business,Aeres University of Applied Sciences,"Dronten, Netherlands"
Bachelor of Politics and International Relations/Bachelor of Design,University of Canberra,"Canberra, Australia"
Bachelor's in Marketing and Media Communication,Monash University,"Melbourne (Australia), Australia"
Bachelor of Oral Health,CQUniversity Australia,"Queensland, Australia"
Bachelor of Economics With Honours,University of Tasmania,"Hobart, Australia"
Bachelor of Arts in Psychology,Schellhammer Business School,"Estepona, Spain"
Bachelor of Engineering (Honours) / Bachelor of Computer Science,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Engineering (Honours) / Bachelor of Computer Science,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelors of Business Management/Journalism,The University of Queensland,"Brisbane, Australia"
Bachelor of Digital Business,Southern Cross University,"Gold Coast, Australia"
Bachelor of Digital Business,Southern Cross University,"Gold Coast, Australia"
Bachelor of Science,University of New England,"Armidale, Australia"
Bachelor of Science and Bachelor of Advanced Studies (Food and Agribusiness),University of Sydney,"Sydney, Australia"
Bachelor of Behavioural Science,University of Notre Dame Australia,"New South Wales, Australia"
Honours Degree of Bachelor of International Development Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor in Public Relations,University of Mount Union,"Alliance, United States of America"
Bachelor of Biomedical Science / Bachelor of Commerce (Sport & Recreation Management),University of Notre Dame Australia,"New South Wales, Australia"
Bachelor of Biomedical Science / Bachelor of Commerce (Major: Public Relations),University of Notre Dame Australia,"New South Wales, Australia"
Bachelor of Electrical and Electronic Engineering (Honours) / Bachelor of Science,University of Newcastle,"Newcastle, Australia"
Bachelor of Technology in Information Technology,Kwantlen Polytechnic University,"Surrey (British Columbia), Canada"
Bachelor of Advanced Computing and Bachelor of Science (Medical Science),University of Sydney,"Sydney, Australia"
Bachelor of Outdoor Recreation,University of Notre Dame Australia,"New South Wales, Australia"
Bachelor of Equine Science (with specialisation),Charles Sturt University,"Bathurst, Australia"
Bachelor of Arts in Educational Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor of Psychological Science,CQUniversity Australia,Multiple (2)
Bachelor of Data Science,Harbour.Space University,Multiple (2)
History: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Science (Computing),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Arts in Exercise Science,Northwest University,"Kirkland, United States of America"
Bachelor of Science in Exercise Science,Northwest University,"Kirkland, United States of America"
Bachelor of Commerce,University of Sydney,"Sydney, Australia"
Bachelor of Health Science,Australian National University,"Canberra, Australia"
Bachelor of Technology (Engineering),Edith Cowan University,"Perth, Australia"
Bachelor of Actuarial Science,Bond University,"Gold Coast, Australia"
Bachelor of Sports Media,Charles Sturt University,"Bathurst, Australia"
Bachelor of Sports Media,Charles Sturt University,"Bathurst, Australia"
Bachelor of Sports Media,Charles Sturt University,"Bathurst, Australia"
Bachelor of Sports Media,Charles Sturt University,"Bathurst, Australia"
Bachelor of Science (Computing),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Actuarial Science,Bond University,"Gold Coast, Australia"
Civil Engineering: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Science / Bachelor of Laws,Western Sydney University,"Sydney, Australia"
Luxury Bachelor - Business Careers,"Sup de Luxe, Chaire Cartier","Paris, France"
Sociology: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Health Sciences (Honours),Bond University,"Gold Coast, Australia"
Bachelor in Interdisciplinary Studies,University of West Alabama Online,"Livingston, United States of America"
Bachelor of Accounting (Honours),University of Technology Sydney,"Sydney, Australia"
Bachelor of Business,Griffith University,"Gold Coast, Australia"
Bachelor of Animation,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Animation,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelors of Science/Laws (Honours),The University of Queensland,"Brisbane, Australia"
Bachelors of Music (Honours)/Arts,The University of Queensland,"Brisbane, Australia"
Bachelors of Business Management/Science,The University of Queensland,"Brisbane, Australia"
Bachelor of Arts (Honours),University of Wollongong,"Wollongong, Australia"
Bachelor of Education (Primary),Macquarie University,"Sydney, Australia"
Bachelor of Arts/Bachelor of Education (Primary/Secondary),Southern Cross University,"Gold Coast, Australia"
Bachelor of Laws Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor of Animation,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Animation,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Design in Visual Communication Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor of Education (Primary),University of Notre Dame Australia,"New South Wales, Australia"
Bachelor of Nursing,Griffith University,"Gold Coast, Australia"
Bachelor of Arts and Bachelor of Education (Primary) with a Major in Sociology,Macquarie University,"Sydney, Australia"
Bachelor of Psychology (Honours),Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Psychology (Honours),Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Science (Chiropractic),CQUniversity Australia,Multiple (3)
Bachelor of Criminology/Bachelor of Cyber Security,Deakin University,Multiple (2)
Bachelor's in Science and Computer Science,Monash University,"Melbourne (Australia), Australia"
"Bachelor of Laws, Bachelor of Psychological Science",Griffith University,"Gold Coast, Australia"
"Bachelor of Laws, Bachelor of Psychological Science",Griffith University,"Gold Coast, Australia"
Bachelor of Science in Nursing,Cambrian College,"Ontario, Canada"
Bachelor of Music,Australian National University,"Canberra, Australia"
Bachelor of Environment,Macquarie University,"Sydney, Australia"
Bachelor's in Laws and Biomedical Science,Monash University,"Melbourne (Australia), Australia"
Bachelor of Pharmacy,University of Canberra,"Canberra, Australia"
Bachelor of Forensic Science Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor of Laboratory Medicine,University of Tasmania,"Launceston, Australia"
Bachelor of Politics and International Relations/ Bachelor of Science in Psychology,University of Canberra,"Canberra, Australia"
Bachelors in Archaeology (Honours),"University of the Witwatersrand, Johannesburg","Johannesburg, South Africa"
Bachelor of Architectural Studies,Bond University,"Gold Coast, Australia"
Bachelor of Economics,University of New England,"Armidale, Australia"
Bachelor of Commerce (Honours),Griffith University,"Gold Coast, Australia"
Honours Degree of Bachelor of Mathematical and Computer Sciences,University of Adelaide,"Adelaide, Australia"
Bachelor in Plant Production,Aeres University of Applied Sciences,"Dronten, Netherlands"
Bachelor of Midwifery Bachelor of Creative Intelligence and Innovation,University of Technology Sydney,"Sydney, Australia"
Bachelor in Sport Management,University of West Alabama Online,"Livingston, United States of America"
"Bachelor of Business, Bachelor of Government & International Relations",Griffith University,"Gold Coast, Australia"
"Bachelor of Business, Bachelor of Government & International Relations",Griffith University,"Gold Coast, Australia"
Bachelor in Exercise Science,University of Mount Union,"Alliance, United States of America"
Bachelor of Education (Secondary),Macquarie University,"Sydney, Australia"
Bachelor of Music / Bachelor of Arts,University of Newcastle,"Newcastle, Australia"
Bachelor's in Criminology,Monash University,"Melbourne (Australia), Australia"
Bachelor of Education (Secondary),Macquarie University,"Sydney, Australia"
Bachelor of Midwifery (Honours),University of Technology Sydney,"Sydney, Australia"
Bachelor of Nursing (Honours),University of Technology Sydney,"Sydney, Australia"
Bachelor of Information Technology / Bachelor of Business,University of Newcastle,"Newcastle, Australia"
Bachelor of Politics and International Relations/ Bachelor of Laws,University of Canberra,"Canberra, Australia"
Bachelor in Exercise Science,University of Mount Union,"Alliance, United States of America"
Bachelor of Criminology,Deakin University,Multiple (2)
Bachelor of Civil Engineering (Honours) / Bachelor of Business,University of Newcastle,"Newcastle, Australia"
Bachelor of Paramedicine,Griffith University,"Gold Coast, Australia"
Bachelor of Civil Engineering (Honours) / Bachelor of Mathematics,University of Newcastle,"Newcastle, Australia"
Bachelor of Business,Southern Cross University,"Gold Coast, Australia"
Bachelor of Business,Deakin University,Multiple (2)
Bachelor of Social Work,Campbellsville University Online,"Campbellsville, United States of America"
Bachelor of Arts and Bachelor of Education (Primary) with a Major in English,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Bachelor of Education (Secondary) with a Major in English,Macquarie University,"Sydney, Australia"
Bachelor of Arts in Animation,NewSchool of Architecture and Design,"San Diego, United States of America"
Bachelor of Arts / Bachelor of Business,Western Sydney University,"Sydney, Australia"
Bachelor of Commerce - Professional Accounting and Bachelor of Professional Practice,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Polish Studies,Macquarie University,"Sydney, Australia"
Bachelor of Arts,Deakin University,"Melbourne (Australia), Australia"
Bachelor of Arts and Bachelor of Education (Secondary) with a Major in English,Macquarie University,"Sydney, Australia"
Bachelor of Science in Psychology,University of Canberra,"Canberra, Australia"
Bachelor of Social Work,Campbellsville University Online,"Campbellsville, United States of America"
Bachelor of Commerce - Professional Accounting and Bachelor of Professional Practice,Macquarie University,"Sydney, Australia"
Bachelor of Arts / Bachelor of Business,Western Sydney University,"Sydney, Australia"
Bachelor of Social Science,University of Wollongong,"Wollongong, Australia"
Bachelor of Commerce and Bachelor of Education (Secondary) with a Major in Economics,Macquarie University,"Sydney, Australia"
Bachelor of Nursing Bachelor of Creative Intelligence and Innovation,University of Technology Sydney,"Sydney, Australia"
Bachelor of Digital Marketing,Harbour.Space University,Multiple (2)
History (Bachelors),Nipissing University,"North Bay, Canada"
Bachelor's in Banking and Finance,Monash University,"Melbourne (Australia), Australia"
Bachelor of Design in Interior Architecture Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor of Journalism,University of Wollongong,"Wollongong, Australia"
Bachelor of Counselling,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Information Technology,Australian Catholic University,"North Sydney, Australia"
Bachelor of Music (General),Nelson Mandela Metropolitan University,"Port Elizabeth, South Africa"
Bachelor of Music Education,Nelson Mandela Metropolitan University,"Port Elizabeth, South Africa"
Bachelor in Communication,"HAN University of Applied Sciences, Hogeschool van Arnhem en Nijmegen","Arnhem, Netherlands"
Bachelor of Design in Animation Bachelor of Creative Intelligence and Innovation,University of Technology Sydney,"Sydney, Australia"
Bachelor of Arts in Psychology,Kwantlen Polytechnic University,Multiple (3)
Bachelor of Education (French),York University,"Toronto, Canada"
Bachelor in Communication,"HAN University of Applied Sciences, Hogeschool van Arnhem en Nijmegen","Arnhem, Netherlands"
Bachelor of Criminology / Bachelor of Laws,Western Sydney University,"Sydney, Australia"
Bachelor of Commerce Professional,Edith Cowan University,"Perth, Australia"
Bachelor of Science / Bachelor of Business,Western Sydney University,"Sydney, Australia"
Bachelor of Business Administration,Australian Catholic University,Multiple (4)
Pre-Dentistry: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Design in Animation Bachelor of Creative Intelligence and Innovation,University of Technology Sydney,"Sydney, Australia"
Bachelor of Science in Animation,The Los Angeles Film School,"Los Angeles, United States of America"
Bachelor of Arts in Psychology,Kwantlen Polytechnic University,Multiple (3)
Bachelor of Science / Laws (Honours),University of Newcastle,"Newcastle, Australia"
Bachelor of Arts and Bachelor of Social Work,University of Sydney,"Sydney, Australia"
Bachelor of Arts in Music,Northwest University,"Kirkland, United States of America"
Bachelor of Science,University of Canberra,"Canberra, Australia"
Bachelor of Science With Honours,University of Tasmania,Multiple (2)
Bachelor's in Music,Monash University,"Melbourne (Australia), Australia"
Bachelor of Arts in Psychology,Canadian University Dubai,"Dubai, United Arab Emirates"
Bachelor of Accident Forensics,CQUniversity Australia,Multiple (4)
Bachelor of Interaction Design,Harbour.Space University,Multiple (2)
Bachelor's in Engineering and Biomedical Science,Monash University,"Melbourne (Australia), Australia"
Bachelor of Science Technology,University of West Alabama Online,"Livingston, United States of America"
Bachelor of Commerce (Honours),University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Arts in Psychology,Canadian University Dubai,"Dubai, United Arab Emirates"
Bachelor of Nursing,University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Interaction Design,Harbour.Space University,Multiple (2)
Bachelor of Laws / Bachelor of Theology,University of Notre Dame Australia,"New South Wales, Australia"
Bachelor's in Education and Fine Art,Monash University,"Melbourne (Australia), Australia"
Bachelor of Communication (Journalism),Charles Sturt University,"Bathurst, Australia"
"Bachelor of Business, Bachelor of Data Science",Griffith University,"Gold Coast, Australia"
Bachelor of Medicinal Chemistry,University of Technology Sydney,"Sydney, Australia"
Bachelor of Theology,Alberta Bible College,"Calgary, Canada"
Bachelor of Biomedical Science,Southern Cross University,"Gold Coast, Australia"
Bachelor of Digital Media,Griffith University,"Gold Coast, Australia"
Bachelor of Wine Business,Charles Sturt University,"Bathurst, Australia"
Bachelor of Biomedical Sciences,University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Laws,Curtin University,"Perth, Australia"
Bachelor's in Design and Media Communication,Monash University,"Melbourne (Australia), Australia"
Bachelor of Business (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Digital Media,Griffith University,"Gold Coast, Australia"
"Bachelor of Arts, Bachelor of Commerce",Edith Cowan University,"Perth, Australia"
Bachelor of Biomedical Sciences,University of Southern Queensland,"Toowoomba, Australia"
Bachelor of International Relations with Bachelor of Media Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Theology (B.Th.) – Pastoral,Heritage College and Seminary,"Cambridge, Canada"
Bachelor of Business (Honours),Griffith University,"Gold Coast, Australia"
"Bachelor of Arts, Bachelor of Science",Edith Cowan University,"Perth, Australia"
Bachelor of Laws (Honours) Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelors of Information Technology/Science,The University of Queensland,"Brisbane, Australia"
Bachelor's in Design and Media Communication,Monash University,"Melbourne (Australia), Australia"
Animal Science: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Nursing,Deakin University,Multiple (2)
Bachelor Earth Sciences,ETH Zurich,"Zurich, Switzerland"
Bachelor in Banking,Vilnius Kolegija / University of Applied Sciences,"Vilnius, Lithuania"
Bachelor of Environmental Science,University of New England,"Armidale, Australia"
"Bachelor of Laws, Bachelor of Criminology & Criminal Justice",Griffith University,"Gold Coast, Australia"
"Bachelor of Laws, Bachelor of Criminology & Criminal Justice",Griffith University,"Gold Coast, Australia"
Bachelor of Music Technology,Nelson Mandela Metropolitan University,"Port Elizabeth, South Africa"
Bachelor of Games and Interactivity / Bachelor of Computer Science,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Games and Interactivity / Bachelor of Computer Science,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Science,University of Western Australia,"Perth, Australia"
Bachelor of Business,Griffith University,"Gold Coast, Australia"
Bachelor of Informatics,Telkom University,"Bandung, United Kingdom"
Bachelor of Journalism,The University of Queensland,"Brisbane, Australia"
Bachelor of Arts,Edith Cowan University,"Perth, Australia"
Bachelor of Architecture and Environments (Honours),University of Sydney,"Sydney, Australia"
Bachelor of Medical Science,CQUniversity Australia,"Queensland, Australia"
Bachelor of Business (Management),Charles Sturt University,"Bathurst, Australia"
Bachelor of Architectural Studies,Nelson Mandela Metropolitan University,"Port Elizabeth, South Africa"
Bachelor's in Engineering,Monash University,"Melbourne (Australia), Australia"
Bachelor of Engineering (Honours),CQUniversity Australia,Multiple (3)
Bachelor of Commerce in Financial Modelling,Nelson Mandela Metropolitan University,"Port Elizabeth, South Africa"
Bachelor of Creative Arts,CQUniversity Australia,"Queensland, Australia"
Bachelor of Engineering (Honours) Bachelor of Science Diploma in Professional Engineering Practice,University of Technology Sydney,"Sydney, Australia"
Bachelor of International Studies,University of New England,"Armidale, Australia"
Bachelor in Middle Childhood Education,University of Mount Union,"Alliance, United States of America"
Bachelor of Science / Bachelor of Arts,Western Sydney University,"Sydney, Australia"
Bachelor of Mathematics (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Creative Arts,CQUniversity Australia,"Queensland, Australia"
Bachelor of Design in Product Design Bachelor of Arts in International Studies,University of Technology Sydney,"Sydney, Australia"
Bachelor of Arts : Mathematics,East-West University,"Chicago, United States of America"
Bachelor of Laws (Honours),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Science / Bachelor of Arts,Western Sydney University,"Sydney, Australia"
Bachelor of Arts in Organizational Management,University of the Commonwealth Caribbean Global Campus,"Kingston, Jamaica"
Bachelor of Communication,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Mathematics (Honours),The University of Queensland,"Brisbane, Australia"
"Bachelor of Arts, Bachelor of Science",Edith Cowan University,"Perth, Australia"
Bachelor in Human Resource Management,University of Mount Union,"Alliance, United States of America"
Bachelor of Animation (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Political Science,"Institute of Political Science, University of Wroclaw","Wroclaw, Poland"
Bachelor of Commerce in Accounting,University of New England,"Armidale, Australia"
Bachelor of Agribusiness,University of New England,"Armidale, Australia"
Bachelor of Development Studies,University of Newcastle,"Newcastle, Australia"
Bachelor of Education Studies,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Education Studies,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Architectural Design,The University of Queensland,"Brisbane, Australia"
Bachelor of Science in Sport Management,Campbellsville University Online,"Campbellsville, United States of America"
Bachelor of Nursing (Honours),University of Wollongong,"Wollongong, Australia"
Bachelor of Development Studies,University of Newcastle,"Newcastle, Australia"
Bachelor of Education Studies,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Education Studies,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Oral Health,The University of Melbourne,"Melbourne (Australia), Australia"
Bachelor of Engineering (Honours) and Bachelor of Arts with a stream in Mechatronic Engineering,Macquarie University,"Sydney, Australia"
Bachelor of Science in Sport Management,Campbellsville University Online,"Campbellsville, United States of America"
Bachelor of Project Management,University of Sydney,"Sydney, Australia"
Bachelor of Nursing (Honours),University of Wollongong,"Wollongong, Australia"
Bachelor of Chemical Engineering (Honours) / Bachelor of Business,University of Newcastle,"Newcastle, Australia"
Bachelor of Education (Primary),CQUniversity Australia,Multiple (4)
Bachelor of Science (BSc) in Psychology,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Computer Engineering,Ilia State University,"Tbilisi, Georgia"
Bachelor of Architectural Studies,University of Cape Town,"Cape Town, South Africa"
Bachelor in Early Childhood Education,University of Mount Union,"Alliance, United States of America"
Bachelor of Business / Bachelor of Commerce,University of Newcastle,"Newcastle, Australia"
Bachelor of Tourism & Events,Flinders University,"Adelaide, Australia"
Bachelor of Tourism & Events,Flinders University,"Adelaide, Australia"
Physics: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Design Computing,University of Sydney,"Sydney, Australia"
Bachelors in Information Systems,"University of the Witwatersrand, Johannesburg","Johannesburg, South Africa"
Bachelor of Applied Management,Open Polytechnic of New Zealand,"Wellington, New Zealand"
Bachelor of Education (Primary),Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Languages,Australian National University,"Canberra, Australia"
Bachelor of Science,Macquarie University,"Sydney, Australia"
"Bachelor of Laws, Bachelor of Commerce",Edith Cowan University,"Perth, Australia"
Bachelor of Multimedia (Honours),UUM College of Arts and Sciences,"Sintok, Malaysia"
Bachelor of Science (Counselling),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Arts with Honours,Southern Cross University,"Gold Coast, Australia"
Bachelor of Arts with Honours,Southern Cross University,"Lismore, Australia"
Bachelor of Commerce – Accounting,Humber College Institute of Technology & Advanced Learning,"Ontario, Canada"
Bachelor in European Food Business,Aeres University of Applied Sciences,"Almere, Netherlands"
Bachelor's in Arts and Fine Art,Monash University,"Melbourne (Australia), Australia"
Bachelor's in Science and Biomedical Science,Monash University,"Melbourne (Australia), Australia"
Bachelor's of Science in Nursing,University of Findlay,"Ohio, United States of America"
Bachelor of Arts and Bachelor of Education (Primary) with a Major in Geography,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Geography,Macquarie University,"Sydney, Australia"
Bachelor of Science (Honours) - Gatton,The University of Queensland,"Brisbane, Australia"
Bachelor of Science in Psychology/ Bachelor of Health Science (Human Movement),University of Canberra,"Canberra, Australia"
Bachelor's in Commerce and Actuarial Science,Monash University,"Melbourne (Australia), Australia"
Bachelor of International Relations,Bond University,"Gold Coast, Australia"
Bachelor of Arts and Bachelor of Education (Primary) with a Major in Geography,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Geography,Macquarie University,"Sydney, Australia"
Bachelor of Arts (Politics & Journalism),University of Notre Dame Australia,"New South Wales, Australia"
Bachelor of International Relations,Bond University,"Gold Coast, Australia"
Bachelor's of Science in Nursing,University of Findlay,"Ohio, United States of America"
Bachelor of Plant Science,University of New England,"Armidale, Australia"
Bachelors of Arts/Laws (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor in Architectural Studies,Nelson Mandela Metropolitan University,"Port Elizabeth, South Africa"
Bachelor of Midwifery (Honours),University of Newcastle,"Newcastle, Australia"
Bachelor of Biomedical Science (Honours),Australian Catholic University,Multiple (3)
Bachelor of Social Work,University of New England,"Armidale, Australia"
