Program Name,University Name,Location
Economics (Research),University of Bath,"Bath, England"
Physics,McGill University,"Montreal, Canada"
Nursing,University of Calgary,"Calgary, Canada"
Mathematics (Research),University of East Anglia,"Norwich, England"
Mathematics (Research),University of East Anglia,"Norwich, England"
Political Science,University of Toronto,"Toronto, Canada"
Archive and Records Management (Research),Aberystwyth University,"Aberystwyth, Wales"
Archive and Records Management (Research),Aberystwyth University,"Aberystwyth, Wales"
Radiology and Diagnostic Imaging,University of Alberta,"Edmonton, Canada"
Institute for Digital Technologies (Research),Loughborough University,"Loughborough, England"
Physics,University of Regina,"Regina, Canada"
Earth Sciences,University of Ottawa,"Ottawa, Canada"
Anthropology,McGill University,"Montreal, Canada"
Statistics,University of Manitoba,"Winnipeg, Canada"
Human Resources Management (Research),Heriot-Watt University,"Edinburgh, Scotland"
Human Resources Management (Research),Heriot-Watt University,"Edinburgh, Scotland"
Condensed Matter Physics (Research),University of Bath,"Bath, England"
Mathematical Sciences Integrated (Research),Brunel University London,"Middlesex, England"
Biochemistry and Molecular Biology,The University of British Columbia,"Vancouver, Canada"
Linguistics,University of Toronto,"Toronto, Canada"
Biology,Dalhousie University,"Halifax, Canada"
School and Applied Child Psychology,University of Calgary,"Calgary, Canada"
Human Genetics,Memorial University of Newfoundland,"Newfoundland & Labrador, Canada"
Education (Research),University of Greenwich,"London, England"
Political Science,York University,"Toronto, Canada"
Statistics,Western University,"London, England"
Economics (Research),"Birkbeck, University of London","London, England"
Economics (Research),"Birkbeck, University of London","London, England"
Art History (Research),University of Nottingham,"Nottingham, England"
Heritage,Bangor University,"Bangor, Wales"
Social Science Research Methodology (Research),University of Nottingham,"Nottingham, England"
Ministry (D.Min.),Canada Christian College,"Ontario, Canada"
Visual Culture (Research),University of Nottingham,"Nottingham, England"
Community Social Care Policy and Practice,University of Central Lancashire,"Preston, England"
Materials and Engineering Research Institute (Research),Sheffield Hallam University,"Sheffield, England"
English (Medieval Literature) (Research),University of Cambridge,"Cambridge (England), England"
English (Medieval Literature) (Research),University of Cambridge,"Cambridge (England), England"
Visual Culture (Research),University of Nottingham,"Nottingham, England"
Chinese Studies,Bangor University,"Bangor, Wales"
German (Research),"Birkbeck, University of London","London, England"
German (Research),"Birkbeck, University of London","London, England"
"Medical Science (Infection, Immunity and Inflammation) (Research)",University of Cambridge,"Cambridge (England), England"
Sociology - study field Sociology,Masaryk University,"Brno, Czech Republic"
Electrical and Computer Engineering,University of Toronto,"Toronto, Canada"
Antarctic Studies (Research),University of Cambridge,"Cambridge (England), England"
Classics and Ancient History (Research),University of Exeter,"Exeter, England"
Philosophy,University of Ottawa,"Ottawa, Canada"
Chemical Engineering,McMaster University,"Hamilton (Ontario, Canada), Canada"
Earth and Environment (Research),University of Leeds,"Leeds, England"
Practical Theology (Research),University of Roehampton,"London, England"
Theology (Research),Belfast Bible College,"Belfast, Northern Ireland"
Theology (Research),Belfast Bible College,"Belfast, Northern Ireland"
Pharmacy (Research),Keele University,"Keele, England"
Classics (Research),University of Nottingham,"Nottingham, England"
History (Research),"National University of Ireland, Galway","Galway, Ireland"
Antarctic Studies (Research),University of Cambridge,"Cambridge (England), England"
English (Renaissance Literature) (Research),University of Cambridge,"Cambridge (England), England"
English (Renaissance Literature) (Research),University of Cambridge,"Cambridge (England), England"
"Ph.D. in Education, Concentration in Educational Psychology","Virginia Commonwealth University, School of Education","Richmond, United States of America"
Pharmacy (Research),Keele University,"Keele, England"
Visual Communication (Research),Royal College of Art,"London, England"
Visual Communication (Research),Royal College of Art,"London, England"
Mathematics and Statistics,University of Ottawa,"Ottawa, Canada"
Health (Research),University of Bath,"Bath, England"
Ministry,Trinity Western University,"Langley, Canada"
Business and Management (Research),Canterbury Christ Church University,"Canterbury, England"
Business and Management (Research),Canterbury Christ Church University,"Canterbury, England"
Biological Sciences,University of Alberta,"Edmonton, Canada"
Classics and Ancient History (Research),University of Exeter,"Exeter, England"
Mathematics and Statistics,York University,"Toronto, Canada"
Recreation and Leisure Studies,University of Waterloo,"Waterloo (Ontario, Canada), Canada"
Ministry (D.Min),Trinity College,"Hartford, United States of America"
Music (Research),University of Cambridge,"Cambridge (England), England"
Music (Research),University of Cambridge,"Cambridge (England), England"
"Infection, Immunity and Inflammation (Research)",University of Leicester,"Leicester, England"
Law/Political Science (J.D./Ph.D.),University of Toronto,"Toronto, Canada"
Practical Theology (Research),University of Roehampton,"London, England"
Communication Studies,McGill University,"Montreal, Canada"
Applied Social Studies (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Applied Social Studies (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Philosophy,University of Toronto,"Toronto, Canada"
Asian and Middle Eastern Studies (Research),University of Cambridge,"Cambridge (England), England"
Rural and Northern Health,Laurentian University of Sudbury,"Sudbury, Canada"
Geology (Research),University of Leicester,"Leicester, England"
English,University of Toronto,"Toronto, Canada"
Education (Research),University of Exeter,"Exeter, England"
Business Administration (Research),Teesside University,"Middlesbrough, England"
Business Administration (Research),Teesside University,"Middlesbrough, England"
Social Work,Memorial University of Newfoundland,"Newfoundland & Labrador, Canada"
"Recreation and Leisure Studies (Aging, Health, and Well-Being)",University of Waterloo,"Waterloo (Ontario, Canada), Canada"
Civil Engineering,University of Toronto,"Toronto, Canada"
Art: History of Art,University of Toronto,"Toronto, Canada"
Education (Taught),Birmingham City University,"Birmingham, England"
Computer Science (Taught),Keele University,"Keele, England"
"Energy, Geoscience, Infrastructure and Society (Research)",Heriot-Watt University,"Edinburgh, Scotland"
Forest Sciences (Ph.D.),Lakehead University,"Thunder Bay, Canada"
Electronic and Electrical Engineering (Research),University of Strathclyde,"Glasgow, Scotland"
Russian,McGill University,"Montreal, Canada"
"Biology (Neuroscience, Psychology and Behaviour/Genetics) (Research)",University of Leicester,"Leicester, England"
Evolution and Behaviour,University of Lethbridge,"Lethbridge, Canada"
"Linguistic, Speech and Communication Sciences (Research)",Trinity College Dublin,"Dublin, Ireland"
"Linguistic, Speech and Communication Sciences (Research)",Trinity College Dublin,"Dublin, Ireland"
Art and Design (Research),Birmingham City University,"Birmingham, England"
Art and Design (Research),Birmingham City University,"Birmingham, England"
Art and Design (Research),Birmingham City University,"Birmingham, England"
Biosystems and Biodiversity,University of Lethbridge,"Lethbridge, Canada"
Theoretical and Applied Statistics (Research),Heriot-Watt University,"Edinburgh, Scotland"
Evolutionary Biology (Research),The University of Edinburgh,"Edinburgh, Scotland"
Translation Studies,University of Ottawa,"Ottawa, Canada"
Adult and Community Education (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Adult and Community Education (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Ph.D. Education Sciences,University of Latvia,"Riga, Latvia"
Anthropology (Research),Durham University,"Durham, England"
Anthropology (Research),Durham University,"Durham, England"
Economics/Finance (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Russian,McGill University,"Montreal, Canada"
Anthropology (Research),Durham University,"Durham, England"
Anthropology (Research),Durham University,"Durham, England"
Business (Research),University of Buckingham,"Buckingham, England"
Business (Research),University of Buckingham,"Buckingham, England"
Engineering (Research),University of Leicester,"Leicester, England"
Dentistry,University of Toronto,"Toronto, Canada"
European Governance (Research),University College Dublin - UCD,"Dublin, Ireland"
European Governance (Research),University College Dublin - UCD,"Dublin, Ireland"
Theology (Research),Union Theological College,"Belfast, Northern Ireland"
Theology (Research),Union Theological College,"Belfast, Northern Ireland"
Veterinary Medicine (Research),University College Dublin - UCD,"Dublin, Ireland"
Veterinary Medicine (Research),University College Dublin - UCD,"Dublin, Ireland"
Consumer Research by Published Work (P052564) (Research),University of Westminster,"London, England"
Education,University of Regina,"Regina, Canada"
Education (Research),University of Leicester,"Leicester, England"
Community Health Sciences,University of Manitoba,"Winnipeg, Canada"
Industrial Engineering (Research),"National University of Ireland, Galway","Galway, Ireland"
Cardiovascular Sciences (Research),University of Leicester,"Leicester, England"
Community Health Sciences,University of Manitoba,"Winnipeg, Canada"
Industrial Engineering (Research),"National University of Ireland, Galway","Galway, Ireland"
Biomolecular Science,University of Lethbridge,"Lethbridge, Canada"
Education/Lifelong Learning (Research),"Birkbeck, University of London","London, England"
Education/Lifelong Learning (Research),"Birkbeck, University of London","London, England"
Archaeology (Research),University of Nottingham,"Nottingham, England"
Education,University of Regina,"Regina, Canada"
National Institutes of Health Oxford/Cambridge Programme (Research),University of Cambridge,"Cambridge (England), England"
English and Film,Wilfrid Laurier University,"Waterloo (Ontario, Canada), Canada"
Nursing,University of Ottawa,"Ottawa, Canada"
Hebrew and Jewish Studies (Research),Leo Baeck College,"London, England"
Hebrew and Jewish Studies (Research),Leo Baeck College,"London, England"
Politics and International Studies (Research),University of Huddersfield,"Huddersfield, England"
Infection Biology (Research),University College Dublin - UCD,"Dublin, Ireland"
Infection Biology (Research),University College Dublin - UCD,"Dublin, Ireland"
Educational Studies (Ph.D.),Lakehead University,"Thunder Bay, Canada"
Physics and Astronomy (Research),University of Leicester,"Leicester, England"
Religious Studies,Wilfrid Laurier University,"Waterloo (Ontario, Canada), Canada"
Stage and Screen (Research),Sheffield Hallam University,"Sheffield, England"
Health and Wellbeing (Research),Canterbury Christ Church University,"Canterbury, England"
Health and Wellbeing (Research),Canterbury Christ Church University,"Canterbury, England"
Genetics (Research),University of Leicester,"Leicester, England"
Music (Research),University of Huddersfield,"Huddersfield, England"
Stage and Screen (Research),Sheffield Hallam University,"Sheffield, England"
"Earth, Space, and Physical Science",University of Lethbridge,"Lethbridge, Canada"
Psychology,Wilfrid Laurier University,"Waterloo (Ontario, Canada), Canada"
Mass Communications,University of Florida,"Gainesville, United States of America"
Fashion Womenswear (Research),Royal College of Art,"London, England"
English (Research),Teesside University,"Middlesbrough, England"
Materials Sciences (Research),Teesside University,"Middlesbrough, England"
Materials Sciences (Research),Teesside University,"Middlesbrough, England"
Mechanical Engineering (Research),Teesside University,"Middlesbrough, England"
Mechanical Engineering (Research),Teesside University,"Middlesbrough, England"
International Politics (Research),Aberystwyth University,"Aberystwyth, Wales"
International Politics (Research),Aberystwyth University,"Aberystwyth, Wales"
"Research Languages (French, German, Spanish) and Translation Studies (Research)",Aston University,"Birmingham, England"
Software Engineering (Research),University College Dublin - UCD,"Dublin, Ireland"
Software Engineering (Research),University College Dublin - UCD,"Dublin, Ireland"
Human and Social Geography (Research),University of Leicester,"Leicester, England"
Public Health Sciences: Biostatistics,University of Toronto,"Toronto, Canada"
Nursing,McMaster University,"Hamilton (Ontario, Canada), Canada"
Theoretical and Applied Probability (Research),Heriot-Watt University,"Edinburgh, Scotland"
Design (Research),Loughborough University,"Loughborough, England"
Design (Research),Loughborough University,"Loughborough, England"
Health and Social Care (Research),University of Greenwich,"London, England"
Health and Social Care (Research),University of Greenwich,"London, England"
Mathematics (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Mathematics (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
"Ph.D. in Education, Concentration in Curriculum, Culture and Change","Virginia Commonwealth University, School of Education","Richmond, United States of America"
Criminology and Sociology (Research),Teesside University,"Middlesbrough, England"
Criminology and Sociology (Research),Teesside University,"Middlesbrough, England"
Digital Media and Design (Research),Teesside University,"Middlesbrough, England"
Digital Media and Design (Research),Teesside University,"Middlesbrough, England"
Forensic Science (Research),Teesside University,"Middlesbrough, England"
Forensic Science (Research),Teesside University,"Middlesbrough, England"
History and Philosophy of Science (Research),University of Leeds,"Leeds, England"
Management: Financial Economics,Wilfrid Laurier University,"Waterloo (Ontario, Canada), Canada"
"Microbiology, Environmental Sciences and Bioremediation (Research)",Teesside University,"Middlesbrough, England"
"Microbiology, Environmental Sciences and Bioremediation (Research)",Teesside University,"Middlesbrough, England"
Nanotechnology and Biotechnology (Research),Teesside University,"Middlesbrough, England"
Design (Research),Loughborough University,"Loughborough, England"
Design (Research),Loughborough University,"Loughborough, England"
Oral Biology,University of Manitoba,"Winnipeg, Canada"
Economics,University of Toronto,"Toronto, Canada"
Art History and Visual Culture (Research),University of Exeter,"Exeter, England"
Business Administration (Ph.D.),McMaster University,"Hamilton (Ontario, Canada), Canada"
Education (Research),Leeds Beckett University,"Leeds, England"
Pharmacy (Research),University of Strathclyde,"Glasgow, Scotland"
"Drama, Dance and Performance (Research)",University of Huddersfield,"Huddersfield, England"
"Ph.D. in Education, Concentration in Curriculum, Culture and Change","Virginia Commonwealth University, School of Education","Richmond, United States of America"
Chemical Engineering and Applied Chemistry,University of Toronto,"Toronto, Canada"
Reproductive Biology (Research),University College Dublin - UCD,"Dublin, Ireland"
Theology (Ph.D. and Th.D.),University of St. Michael's College,"Toronto, Canada"
Cancer Studies (Research),University of Leicester,"Leicester, England"
Geography,University of Regina,"Regina, Canada"
Mechanical Engineering (Research),London South Bank University,"London, England"
Mechanical Engineering (Research),London South Bank University,"London, England"
Mechanical Engineering (Research),London South Bank University,"London, England"
Civil Engineering and Construction (Research),Teesside University,"Middlesbrough, England"
Civil Engineering and Construction (Research),Teesside University,"Middlesbrough, England"
Public Health and Social Work (Research),Teesside University,"Middlesbrough, England"
Public Health and Social Work (Research),Teesside University,"Middlesbrough, England"
Public Health and Social Work (Research),Teesside University,"Middlesbrough, England"
Public Health and Social Work (Research),Teesside University,"Middlesbrough, England"
Rehabilitation Services and Physiotherapy (Research),Teesside University,"Middlesbrough, England"
Rehabilitation Services and Physiotherapy (Research),Teesside University,"Middlesbrough, England"
Immunology and Infectious Diseases,Memorial University of Newfoundland,"Newfoundland & Labrador, Canada"
Legal Research (Research),University of Bedfordshire,"Bedford, England"
Legal Research (Research),University of Bedfordshire,"Bedford, England"
Vehicle Design (Research),Royal College of Art,"London, England"
Vehicle Design (Research),Royal College of Art,"London, England"
Fine Art (Research),National College of Art and Design,"Dublin, Ireland"
Marketing (Research),Heriot-Watt University,"Edinburgh, Scotland"
Marketing (Research),Heriot-Watt University,"Edinburgh, Scotland"
Electrical and Computer Engineering,University of Manitoba,"Winnipeg, Canada"
Computer Science (Research),Teesside University,"Middlesbrough, England"
Computer Science (Research),Teesside University,"Middlesbrough, England"
Film Studies (Research),University of Exeter,"Exeter, England"
Geography,University of Regina,"Regina, Canada"
Oncology,University of Alberta,"Edmonton, Canada"
"Architecture, Building and Civil Engineering (Research)",Loughborough University,"Loughborough, England"
Image Processing for Mobile Devices,Bangor University,"Bangor, Wales"
Higher Education (Ph.D.),University of Toronto,"Toronto, Canada"
English Literature / Creative and Critical Writing,Bangor University,"Bangor, Wales"
Big Data Analytics for Industrial Application (Research),Cranfield University,"Cranfield, England"
Oncology,University of Alberta,"Edmonton, Canada"
Social Work,Wilfrid Laurier University,"Waterloo (Ontario, Canada), Canada"
Archaeology (Research),University College Dublin - UCD,"Dublin, Ireland"
Archaeology (Research),University College Dublin - UCD,"Dublin, Ireland"
Health Sciences (Research),University of Leicester,"Leicester, England"
Painting (Research),Royal College of Art,"London, England"
Painting (Research),Royal College of Art,"London, England"
Arts and Creative Industries (Research),London South Bank University,"London, England"
Arts and Creative Industries (Research),London South Bank University,"London, England"
Arts and Creative Industries (Research),London South Bank University,"London, England"
Anthropology (Research),Brunel University London,"Middlesex, England"
Bioengineering (Research),Brunel University London,"Middlesex, England"
Civil Engineering (Research),Brunel University London,"Middlesex, England"
Electronic and Computer Engineering (Research),Brunel University London,"Middlesex, England"
Health Economics (Research),Brunel University London,"Middlesex, England"
Manufacturing and Enterprise Engineering (Research),Brunel University London,"Middlesex, England"
Materials Engineering (Research),Brunel University London,"Middlesex, England"
Mechanical Engineering (Research),Brunel University London,"Middlesex, England"
Social Work (Research),Brunel University London,"Middlesex, England"
Geography,Bangor University,"Bangor, Wales"
English,University of Saskatchewan,"Saskatoon, Canada"
Education (Research),Staffordshire University,"Stoke on Trent, England"
Electronic and Electrical Engineering (Research),London South Bank University,"London, England"
Electronic and Electrical Engineering (Research),London South Bank University,"London, England"
Electronic and Electrical Engineering (Research),London South Bank University,"London, England"
French (Research),"Birkbeck, University of London","London, England"
French (Research),"Birkbeck, University of London","London, England"
Cancer Biology (Research),University of Cambridge,"Cambridge (England), England"
Anatomy (Research),"National University of Ireland, Galway","Galway, Ireland"
Anatomy (Research),"National University of Ireland, Galway","Galway, Ireland"
Pharmacy (Research),University of Nottingham,"Nottingham, England"
Finance (Research),University of Exeter,"Exeter, England"
DBA in Tourism,Alfred Nobel Open Business School Switzerland,"Zurich, Switzerland"
Manufacturing Technology (Research),University of Nottingham,"Nottingham, England"
Pharmacy,University of Toronto,"Toronto, Canada"
Sport and Exercise Science (Research),Teesside University,"Middlesbrough, England"
Sport and Exercise Science (Research),Teesside University,"Middlesbrough, England"
Agents Laboratory (Research),University of Nottingham,"Nottingham, England"
"Neuroscience, Psychology and Behaviour (Research)",University of Leicester,"Leicester, England"
Architecture (Research),London South Bank University,"London, England"
Architecture (Research),London South Bank University,"London, England"
Architecture (Research),London South Bank University,"London, England"
Design Interactions (Research),Royal College of Art,"London, England"
Design Interactions (Research),Royal College of Art,"London, England"
Psychology (Research),"Birkbeck, University of London","London, England"
Psychology (Research),"Birkbeck, University of London","London, England"
Continuing Education (Research),University of Oxford Department for Continuing Education,"Oxford, England"
Centre for Health and Social Care Research (Research),Sheffield Hallam University,"Sheffield, England"
Contemporary Writing (Research),Brunel University London,"Middlesex, England"
Physics,University of Windsor,"Windsor, Canada"
Educational Research - Adult Learning,University of Calgary,"Calgary, Canada"
Educational Research - Curriculum and Learning,University of Calgary,"Calgary, Canada"
Computer Science,University of Waterloo,"Waterloo (Ontario, Canada), Canada"
Business Administration - Accounting,The University of British Columbia,"Vancouver, Canada"
Psychology (Research),Brunel University London,"Middlesex, England"
Tourism by Published Work (Research),University of Westminster,"London, England"
Business Administration - Accounting,The University of British Columbia,"Vancouver, Canada"
A Framework for Novel Hybrid Prognostics System (Research),Cranfield University,"Cranfield, England"
Archaeology (Research),Canterbury Christ Church University,"Canterbury, England"
Archaeology (Research),Canterbury Christ Church University,"Canterbury, England"
Creative Writing (Research),University of Huddersfield,"Huddersfield, England"
Sculpture (Research),Royal College of Art,"London, England"
Sculpture (Research),Royal College of Art,"London, England"
Computer Science (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Computer Science (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Creative Arts (Research),University of Hertfordshire,"Hatfield, England"
Biology (Research),"Birkbeck, University of London","London, England"
Biology (Research),"Birkbeck, University of London","London, England"
Management and Languages (Research),Heriot-Watt University,"Edinburgh, Scotland"
Education Specialisms (Research),University of Bolton,"Bolton, England"
Education Specialisms (Research),University of Bolton,"Bolton, England"
Economics,University of Calgary,"Calgary, Canada"
Health Science,Bangor University,"Bangor, Wales"
Metabolic and Cardiovascular Disease (Research),University of Cambridge,"Cambridge (England), England"
French and French Studies (Research),University of Leeds,"Leeds, England"
Intelligent Fault Diagnosis and Prognosis Solution for Rotating Machinery (Research),Cranfield University,"Cranfield, England"
Business Studies and Strategy by Published Work (P052568) (Research),University of Westminster,"London, England"
Education (Research),Aberystwyth University,"Aberystwyth, Wales"
Education (Research),Aberystwyth University,"Aberystwyth, Wales"
Creative Writing (Research),University of Nottingham,"Nottingham, England"
Urban Studies by Published Work (Research),University of Westminster,"London, England"
Cultural and Creative Industries (Research),University of Leeds,"Leeds, England"
Media Studies,Western University,"London, England"
Chemistry (Research),Loughborough University,"Loughborough, England"
Chemistry (Research),Loughborough University,"Loughborough, England"
Paediatric Dentistry (Research),University of Leeds,"Leeds, England"
French,University of Manitoba,"Winnipeg, Canada"
Data Science,University of East London,"London, England"
Data Science,University of East London,"London, England"
Léann Ceilteach (Celtic Studies) (Research),"National University of Ireland, Galway","Galway, Ireland"
Léann Ceilteach (Celtic Studies) (Research),"National University of Ireland, Galway","Galway, Ireland"
Business Law (Research),Heriot-Watt University,"Edinburgh, Scotland"
Business Law (Research),Heriot-Watt University,"Edinburgh, Scotland"
Cell Biology (Research),The University of Edinburgh,"Edinburgh, Scotland"
"Texts, Contexts and Cultures (Research)","National University of Ireland, Galway","Galway, Ireland"
Applied Health Science (Research),University of Huddersfield,"Huddersfield, England"
Business and Management (Research),University of Exeter,"Exeter, England"
Theatre and Performing Arts (Research),Rose Bruford College,"Kent, England"
Theatre and Performing Arts (Research),Rose Bruford College,"Kent, England"
Games Computing and Creative Technologies Specialisms (Research),University of Bolton,"Bolton, England"
Games Computing and Creative Technologies Specialisms (Research),University of Bolton,"Bolton, England"
Comparative Literature,University of Toronto,"Toronto, Canada"
Global Health (Research),The University of Edinburgh,"Edinburgh, Scotland"
Management (Research),"Birkbeck, University of London","London, England"
Management (Research),"Birkbeck, University of London","London, England"
Applied Behaviour Analysis (Research),"National University of Ireland, Galway","Galway, Ireland"
Neuroscience,Western University,"London, England"
Medieval Studies (Research),University of Leeds,"Leeds, England"
English (Eighteenth-Century and Romantic Studies) (Research),University of Cambridge,"Cambridge (England), England"
English (Eighteenth-Century and Romantic Studies) (Research),University of Cambridge,"Cambridge (England), England"
Botany,University of Manitoba,"Winnipeg, Canada"
Educational Policy Studies,University of Alberta,"Edmonton, Canada"
East Asian and South East Asian Studies (Research),University of Leeds,"Leeds, England"
Linguistics and Phonetics (Research),University of Leeds,"Leeds, England"
Translation and Interpreting (Research),University of Leeds,"Leeds, England"
Anatomy and Cell Biology,Western University,"London, England"
Simulation Science (Research),University College Dublin - UCD,"Dublin, Ireland"
Commerce or Business (Research),"National University of Ireland, Galway","Galway, Ireland"
Commerce or Business (Research),"National University of Ireland, Galway","Galway, Ireland"
Chemical Process and Energy Engineering (Research),London South Bank University,"London, England"
Chemical Process and Energy Engineering (Research),London South Bank University,"London, England"
Chemical Process and Energy Engineering (Research),London South Bank University,"London, England"
Applied Linguistics (Research),"Birkbeck, University of London","London, England"
Complexity Sciences (in English Only),ISCTE-University Institute of Lisbon,"Lisbon, Portugal"
African Studies (Research),The University of Edinburgh,"Edinburgh, Scotland"
Biological Sciences (Research),University of Reading,"Reading (England), England"
Biological Sciences (Research),University of Reading,"Reading (England), England"
Accounting (Research),Aberystwyth University,"Aberystwyth, Wales"
Accounting (Research),Aberystwyth University,"Aberystwyth, Wales"
Ophthalmology and Visual Sciences,University of Alberta,"Edmonton, Canada"
Creative Writing (Research),Brunel University London,"Middlesex, England"
Journalism (Research),Brunel University London,"Middlesex, England"
Management (Research),Brunel University London,"Middlesex, England"
Music (Research),Brunel University London,"Middlesex, England"
Population Health,University of Ottawa,"Ottawa, Canada"
Food Sciences (Research),London South Bank University,"London, England"
Food Sciences (Research),London South Bank University,"London, England"
Food Sciences (Research),London South Bank University,"London, England"
Philosophy and Religion,Bangor University,"Bangor, Wales"
"Sensors, Signals and Systems (Research)",Heriot-Watt University,"Edinburgh, Scotland"
Physics (Research),University of Leeds,"Leeds, England"
Hispanic Studies,McGill University,"Montreal, Canada"
Physiotherapy (Research),University of Hertfordshire,"Hatfield, England"
English Literature (Research),Canterbury Christ Church University,"Canterbury, England"
English Literature (Research),Canterbury Christ Church University,"Canterbury, England"
Biochemistry (Research),University of Nottingham,"Nottingham, England"
Molecular and Cell Biology (Research),University of Leicester,"Leicester, England"
Music by Published Work (Research),University of Westminster,"London, England"
Genetics and Molecular Medicine (MRC Human Genetics Unit) (Research),The University of Edinburgh,"Edinburgh, Scotland"
Printmaking (Research),Royal College of Art,"London, England"
Printmaking (Research),Royal College of Art,"London, England"
Communication Networks and Protocols,Bangor University,"Bangor, Wales"
Theatre (Research),Brunel University London,"Middlesex, England"
Music (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Music (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Sensor & Imaging Systems (Research),The University of Edinburgh,"Edinburgh, Scotland"
Ph.D. History and Archeology,University of Latvia,"Riga, Latvia"
Computer Science (Research),University of Leicester,"Leicester, England"
Experimental Physics (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Strategy and Organisation (Research),University of Strathclyde,"Glasgow, Scotland"
Religions and Philosophies (Research),SOAS University of London,"London, England"
Religions and Philosophies (Research),SOAS University of London,"London, England"
Chemical Engineering (Research),University of Bath,"Bath, England"
Enterprise (Research),University of Huddersfield,"Huddersfield, England"
Health Sciences (Research),Brunel University London,"Middlesex, England"
Multi-disciplinary Gender Studies (Research),University of Cambridge,"Cambridge (England), England"
Animation (Research),Royal College of Art,"London, England"
Animation (Research),Royal College of Art,"London, England"
Language Teaching (Research),"Birkbeck, University of London","London, England"
Language Teaching (Research),"Birkbeck, University of London","London, England"
South Asian Studies (Research),SOAS University of London,"London, England"
South Asian Studies (Research),SOAS University of London,"London, England"
Clinical Psychology,University of Windsor,"Windsor, Canada"
Anthropology,University of Calgary,"Calgary, Canada"
Engineering (Research),University of Greenwich,"London, England"
Engineering (Research),University of Greenwich,"London, England"
Engineering (Research),University of Greenwich,"London, England"
Politics by Published Work (P052500) (Research),University of Westminster,"London, England"
International Development (Research),University of East Anglia,"Norwich, England"
International Development (Research),University of East Anglia,"Norwich, England"
Creative Writing (Research),University of Hertfordshire,"Hatfield, England"
Linguistics (Research),SOAS University of London,"London, England"
American Studies (Research),University of East Anglia,"Norwich, England"
American Studies (Research),University of East Anglia,"Norwich, England"
Acoustics and Audio Engineering (Research),University of Salford,"Salford, England"
Chemistry (Research),University of Strathclyde,"Glasgow, Scotland"
Marketing (Research),University of Strathclyde,"Glasgow, Scotland"
Sustainable Urban Development (Research),University of Oxford Department for Continuing Education,"Oxford, England"
Operations Management by Published Work (P052536) (Research),University of Westminster,"London, England"
Teaching English to Speakers of Other Languages (TESOL) (Research),"Birkbeck, University of London","London, England"
Teaching English to Speakers of Other Languages (TESOL) (Research),"Birkbeck, University of London","London, England"
Modern and Applied Languages by Published Work (P052496) (Research),University of Westminster,"London, England"
Politics (Research),"Birkbeck, University of London","London, England"
Politics (Research),"Birkbeck, University of London","London, England"
English (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Business Administration (Taught),Aston University,"Birmingham, England"
Psychology,University of Toronto,"Toronto, Canada"
Medical Microbiology,University of Manitoba,"Winnipeg, Canada"
American Studies (Research),University of East Anglia,"Norwich, England"
American Studies (Research),University of East Anglia,"Norwich, England"
History,University of Calgary,"Calgary, Canada"
Human Resource Management by Published Work (P052548) (Research),University of Westminster,"London, England"
Medical Neuroscience - Anatomy and Neurobiology,Dalhousie University,"Halifax, Canada"
Medical Neuroscience - Anatomy and Neurobiology,Dalhousie University,"Halifax, Canada"
Marketing by Published Work (P052560) (Research),University of Westminster,"London, England"
English (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
English (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Portuguese and Lusophone Studies (Research),University of Nottingham,"Nottingham, England"
Biomedical Engineering,Western University,"London, England"
Law (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Law (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Hybrid JD,UNH Franklin Pierce School of Law,"Concord, Canada"
Art History,McGill University,"Montreal, Canada"
Biology,University of Regina,"Regina, Canada"
Epidemiology,University of Alberta,"Edmonton, Canada"
Epidemiology,University of Alberta,"Edmonton, Canada"
Photonics and Quantum Sciences (Research),Heriot-Watt University,"Edinburgh, Scotland"
Social Work (Research),Keele University,"Keele, England"
Electronic Engineering (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Electronic Engineering (Research),"National University of Ireland, Maynooth","Leinster, Ireland"
Philosophy and Ethics (Research),University of Gloucestershire,"Cheltenham, England"
Philosophy and Ethics (Research),University of Gloucestershire,"Cheltenham, England"
Production and Manufacturing Engineering (Research),London South Bank University,"London, England"
Production and Manufacturing Engineering (Research),London South Bank University,"London, England"
Production and Manufacturing Engineering (Research),London South Bank University,"London, England"
Philosophy (Research),University of East Anglia,"Norwich, England"
Philosophy (Research),University of East Anglia,"Norwich, England"
Architecture (Research),Royal College of Art,"London, England"
